1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.351669 cmd_parse_build_commands 0:1: -N
1765908736.351673 cmd_parse_build_commands 0:2: Rename current session
1765908736.351677 cmd_parse_build_commands 0:3: $
1765908736.351681 cmd_parse_build_commands 0:4 0:0: command-prompt
1765908736.351685 cmd_parse_build_commands 0:4 0:1: -I#S
1765908736.351689 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1765908736.351692 cmd_parse_build_commands 0:4 0:2 0:1: --
1765908736.351695 cmd_parse_build_commands 0:4 0:2 0:2: %%
1765908736.351701 cmd_parse_build_commands 0:0: command-prompt
1765908736.351704 cmd_parse_build_commands 0:1: -I#S
1765908736.351713 cmd_parse_build_commands 0:2 0:0: rename-session
1765908736.351716 cmd_parse_build_commands 0:2 0:1: --
1765908736.351720 cmd_parse_build_commands 0:2 0:2: %%
1765908736.351725 cmd_parse_build_commands 0:0: rename-session
1765908736.351728 cmd_parse_build_commands 0:1: --
1765908736.351731 cmd_parse_build_commands 0:2: %%
1765908736.351738 args_parse_flags: next --
1765908736.351741 args_parse: flags end at 2 of 3
1765908736.351745 args_parse: 2 = %% (type STRING)
1765908736.351752 cmd_parse_build_commands: rename-session "%%"
1765908736.351756 args_parse_flags: next -I#S
1765908736.351759 args_parse_flag_argument: -I = #S
1765908736.351763 args_parse: flags end at 2 of 3
1765908736.351770 args_parse: 2 = rename-session "%%" (type COMMANDS)
1765908736.351781 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1765908736.351785 args_parse_flags: next -N
1765908736.351789 args_parse_flag_argument: -N = Rename current session
1765908736.351792 args_parse_flags: next $
1765908736.351796 args_parse: flags end at 3 of 5
1765908736.351799 args_parse: 3 = $ (type STRING)
1765908736.351808 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1765908736.351820 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1765908736.351830 cmdq_get_command: [bind-key/0x55cc6f794ed0] group 62
1765908736.351833 cmdq_append <global>: [bind-key/0x55cc6f794ed0]
1765908736.351837 yylex_token: end at WS
1765908736.351840 yylex_token: bind
1765908736.351844 yylex_token: end at WS
1765908736.351847 yylex_token: -N
1765908736.351851 yylex_token: end at WS
1765908736.351854 yylex_token: Split window horizontally
1765908736.351858 yylex_get_word: %
1765908736.351862 yylex_token: end at WS
1765908736.351865 yylex_token: split-window
1765908736.351868 yylex_token: end at WS
1765908736.351871 yylex_token: -h
1765908736.351875 cmd_parse_build_commands 0:0: bind
1765908736.351879 cmd_parse_build_commands 0:1: -N
1765908736.351884 cmd_parse_build_commands 0:2: Split window horizontally
1765908736.351888 cmd_parse_build_commands 0:3: %
1765908736.351892 cmd_parse_build_commands 0:4 0:0: split-window
1765908736.351896 cmd_parse_build_commands 0:4 0:1: -h
1765908736.351901 cmd_parse_build_commands 0:0: split-window
1765908736.351904 cmd_parse_build_commands 0:1: -h
1765908736.351911 args_parse_flags: next -h
1765908736.351915 args_parse_flags: -h
1765908736.351919 args_parse: flags end at 2 of 2
1765908736.351924 cmd_parse_build_commands: split-window -h
1765908736.351928 args_parse_flags: next -N
1765908736.351932 args_parse_flag_argument: -N = Split window horizontally
1765908736.351935 args_parse_flags: next %
1765908736.351939 args_parse: flags end at 3 of 5
1765908736.351943 args_parse: 3 = % (type STRING)
1765908736.351948 args_parse: 4 = split-window -h (type COMMANDS)
1765908736.351958 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1765908736.351964 cmdq_get_command: [bind-key/0x55cc6f795370] group 74
1765908736.351967 cmdq_append <global>: [bind-key/0x55cc6f795370]
1765908736.351971 yylex_token: end at WS
1765908736.351974 yylex_token: bind
1765908736.351977 yylex_token: end at WS
1765908736.351980 yylex_token: -N
1765908736.351984 yylex_token: end at WS
1765908736.351987 yylex_token: Kill current window
1765908736.351990 yylex_token: end at WS
1765908736.351993 yylex_token: &
1765908736.351997 yylex_token: end at WS
1765908736.352000 yylex_token: confirm-before
1765908736.352005 yylex_token: end at WS
1765908736.352008 yylex_token: -pkill-window #W? (y/n)
1765908736.352012 yylex_token: end at WS
1765908736.352015 yylex_token: kill-window
1765908736.352019 cmd_parse_build_commands 0:0: bind
1765908736.352023 cmd_parse_build_commands 0:1: -N
1765908736.352026 cmd_parse_build_commands 0:2: Kill current window
1765908736.352030 cmd_parse_build_commands 0:3: &
1765908736.352034 cmd_parse_build_commands 0:4 0:0: confirm-before
1765908736.352039 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1765908736.352042 cmd_parse_build_commands 0:4 0:2: kill-window
1765908736.352047 cmd_parse_build_commands 0:0: confirm-before
1765908736.352050 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1765908736.352054 cmd_parse_build_commands 0:2: kill-window
1765908736.352059 args_parse_flags: next -pkill-window #W? (y/n)
1765908736.352063 args_parse_flag_argument: -p = kill-window #W? (y/n)
1765908736.352067 args_parse_flags: next kill-window
1765908736.352070 args_parse: flags end at 2 of 3
1765908736.352074 args_parse: 2 = kill-window (type STRING)
1765908736.352083 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1765908736.352086 args_parse_flags: next -N
1765908736.352090 args_parse_flag_argument: -N = Kill current window
1765908736.352093 args_parse_flags: next &
1765908736.352097 args_parse: flags end at 3 of 5
1765908736.352100 args_parse: 3 = & (type STRING)
1765908736.352108 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1765908736.352121 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1765908736.352127 cmdq_get_command: [bind-key/0x55cc6f795b90] group 82
1765908736.352131 cmdq_append <global>: [bind-key/0x55cc6f795b90]
1765908736.352149 yylex_token: end at WS
1765908736.352153 yylex_token: bind
1765908736.352156 yylex_token: end at WS
1765908736.352159 yylex_token: -N
1765908736.352165 yylex_token: end at WS
1765908736.352169 yylex_token: Prompt for window index to select
1765908736.352172 yylex_token: end at WS
1765908736.352175 yylex_token: '
1765908736.352179 yylex_token: end at WS
1765908736.352182 yylex_token: command-prompt
1765908736.352185 yylex_token: end at WS
1765908736.352188 yylex_token: -T
1765908736.352192 yylex_token: end at WS
1765908736.352195 yylex_token: window-target
1765908736.352201 yylex_token: end at WS
1765908736.352204 yylex_token: -pindex
1765908736.352208 yylex_token: end at WS
1765908736.352211 yylex_token: select-window
1765908736.352215 yylex_token: end at WS
1765908736.352217 yylex_token: -t
1765908736.352221 yylex_token: end at WS
1765908736.352224 yylex_token: :%%
1765908736.352229 cmd_parse_build_commands 0:0: bind
1765908736.352232 cmd_parse_build_commands 0:1: -N
1765908736.352236 cmd_parse_build_commands 0:2: Prompt for window index to select
1765908736.352240 cmd_parse_build_commands 0:3: '
1765908736.352244 cmd_parse_build_commands 0:4 0:0: command-prompt
1765908736.352247 cmd_parse_build_commands 0:4 0:1: -T
1765908736.352251 cmd_parse_build_commands 0:4 0:2: window-target
1765908736.352255 cmd_parse_build_commands 0:4 0:3: -pindex
1765908736.352259 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1765908736.352263 cmd_parse_build_commands 0:4 0:4 0:1: -t
1765908736.352266 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1765908736.352276 cmd_parse_build_commands 0:0: command-prompt
1765908736.352280 cmd_parse_build_commands 0:1: -T
1765908736.352283 cmd_parse_build_commands 0:2: window-target
1765908736.352286 cmd_parse_build_commands 0:3: -pindex
1765908736.352291 cmd_parse_build_commands 0:4 0:0: select-window
1765908736.352294 cmd_parse_build_commands 0:4 0:1: -t
1765908736.352298 cmd_parse_build_commands 0:4 0:2: :%%
1765908736.352303 cmd_parse_build_commands 0:0: select-window
1765908736.352306 cmd_parse_build_commands 0:1: -t
1765908736.352309 cmd_parse_build_commands 0:2: :%%
1765908736.352316 args_parse_flags: next -t
1765908736.352320 args_parse_flag_argument: -t = :%%
1765908736.352324 args_parse: flags end at 3 of 3
1765908736.352331 cmd_parse_build_commands: select-window -t ":%%"
1765908736.352335 args_parse_flags: next -T
1765908736.352339 args_parse_flag_argument: -T = window-target
1765908736.352342 args_parse_flags: next -pindex
1765908736.352345 args_parse_flag_argument: -p = index
1765908736.352349 args_parse: flags end at 4 of 5
1765908736.352355 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1765908736.352365 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1765908736.352369 args_parse_flags: next -N
1765908736.352373 args_parse_flag_argument: -N = Prompt for window index to select
1765908736.352376 args_parse_flags: next '
1765908736.352380 args_parse: flags end at 3 of 5
1765908736.352383 args_parse: 3 = ' (type STRING)
1765908736.352393 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1765908736.352409 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1765908736.352416 cmdq_get_command: [bind-key/0x55cc6f796640] group 90
1765908736.352419 cmdq_append <global>: [bind-key/0x55cc6f796640]
1765908736.352423 yylex_token: end at WS
1765908736.352426 yylex_token: bind
1765908736.352429 yylex_token: end at WS
1765908736.352432 yylex_token: -N
1765908736.352437 yylex_token: end at WS
1765908736.352440 yylex_token: Switch to previous client
1765908736.352444 yylex_token: end at WS
1765908736.352447 yylex_token: (
1765908736.352451 yylex_token: end at WS
1765908736.352454 yylex_token: switch-client
1765908736.352457 yylex_token: end at WS
1765908736.352460 yylex_token: -p
1765908736.352464 cmd_parse_build_commands 0:0: bind
1765908736.352467 cmd_parse_build_commands 0:1: -N
1765908736.352471 cmd_parse_build_commands 0:2: Switch to previous client
1765908736.352480 cmd_parse_build_commands 0:3: (
1765908736.352484 cmd_parse_build_commands 0:4 0:0: switch-client
1765908736.352488 cmd_parse_build_commands 0:4 0:1: -p
1765908736.352493 cmd_parse_build_commands 0:0: switch-client
1765908736.352496 cmd_parse_build_commands 0:1: -p
1765908736.352503 args_parse_flags: next -p
1765908736.352506 args_parse_flags: -p
1765908736.352510 args_parse: flags end at 2 of 2
1765908736.352515 cmd_parse_build_commands: switch-client -p
1765908736.352518 args_parse_flags: next -N
1765908736.352522 args_parse_flag_argument: -N = Switch to previous client
1765908736.352526 args_parse_flags: next (
1765908736.352530 args_parse: flags end at 3 of 5
1765908736.352533 args_parse: 3 = ( (type STRING)
1765908736.352538 args_parse: 4 = switch-client -p (type COMMANDS)
1765908736.352547 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1765908736.352553 cmdq_get_command: [bind-key/0x55cc6f796900] group 102
1765908736.352556 cmdq_append <global>: [bind-key/0x55cc6f796900]
1765908736.352560 yylex_token: end at WS
1765908736.352563 yylex_token: bind
1765908736.352566 yylex_token: end at WS
1765908736.352569 yylex_token: -N
1765908736.352573 yylex_token: end at WS
1765908736.352577 yylex_token: Switch to next client
1765908736.352580 yylex_token: end at WS
1765908736.352583 yylex_token: )
1765908736.352587 yylex_token: end at WS
1765908736.352590 yylex_token: switch-client
1765908736.352593 yylex_token: end at WS
1765908736.352596 yylex_token: -n
1765908736.352600 cmd_parse_build_commands 0:0: bind
1765908736.352603 cmd_parse_build_commands 0:1: -N
1765908736.352608 cmd_parse_build_commands 0:2: Switch to next client
1765908736.352611 cmd_parse_build_commands 0:3: )
1765908736.352615 cmd_parse_build_commands 0:4 0:0: switch-client
1765908736.352619 cmd_parse_build_commands 0:4 0:1: -n
1765908736.352623 cmd_parse_build_commands 0:0: switch-client
1765908736.352627 cmd_parse_build_commands 0:1: -n
1765908736.352633 args_parse_flags: next -n
1765908736.352637 args_parse_flags: -n
1765908736.352640 args_parse: flags end at 2 of 2
1765908736.352644 cmd_parse_build_commands: switch-client -n
1765908736.352648 args_parse_flags: next -N
1765908736.352652 args_parse_flag_argument: -N = Switch to next client
1765908736.352656 args_parse_flags: next )
1765908736.352659 args_parse: flags end at 3 of 5
1765908736.352662 args_parse: 3 = ) (type STRING)
1765908736.352667 args_parse: 4 = switch-client -n (type COMMANDS)
1765908736.352676 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1765908736.352686 cmdq_get_command: [bind-key/0x55cc6f796f50] group 110
1765908736.352690 cmdq_append <global>: [bind-key/0x55cc6f796f50]
1765908736.352693 yylex_token: end at WS
1765908736.352696 yylex_token: bind
1765908736.352700 yylex_token: end at WS
1765908736.352702 yylex_token: -N
1765908736.352707 yylex_token: end at WS
1765908736.352710 yylex_token: Rename current window
1765908736.352713 yylex_token: end at WS
1765908736.352716 yylex_token: ,
1765908736.352720 yylex_token: end at WS
1765908736.352723 yylex_token: command-prompt
1765908736.352726 yylex_token: end at WS
1765908736.352729 yylex_token: -I#W
1765908736.352733 yylex_token: end at WS
1765908736.352736 yylex_token: rename-window
1765908736.352739 yylex_token: end at WS
1765908736.352742 yylex_token: --
1765908736.352745 yylex_token: end at WS
1765908736.352748 yylex_token: %%
1765908736.352753 cmd_parse_build_commands 0:0: bind
1765908736.352757 cmd_parse_build_commands 0:1: -N
1765908736.352761 cmd_parse_build_commands 0:2: Rename current window
1765908736.352764 cmd_parse_build_commands 0:3: ,
1765908736.352769 cmd_parse_build_commands 0:4 0:0: command-prompt
1765908736.352772 cmd_parse_build_commands 0:4 0:1: -I#W
1765908736.352776 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1765908736.352780 cmd_parse_build_commands 0:4 0:2 0:1: --
1765908736.352783 cmd_parse_build_commands 0:4 0:2 0:2: %%
1765908736.352788 cmd_parse_build_commands 0:0: command-prompt
1765908736.352795 cmd_parse_build_commands 0:1: -I#W
1765908736.352800 cmd_parse_build_commands 0:2 0:0: rename-window
1765908736.352803 cmd_parse_build_commands 0:2 0:1: --
1765908736.352807 cmd_parse_build_commands 0:2 0:2: %%
1765908736.352811 cmd_parse_build_commands 0:0: rename-window
1765908736.352815 cmd_parse_build_commands 0:1: --
1765908736.352818 cmd_parse_build_commands 0:2: %%
1765908736.352824 args_parse_flags: next --
1765908736.352828 args_parse: flags end at 2 of 3
1765908736.352831 args_parse: 2 = %% (type STRING)
1765908736.352837 cmd_parse_build_commands: rename-window "%%"
1765908736.352841 args_parse_flags: next -I#W
1765908736.352844 args_parse_flag_argument: -I = #W
1765908736.352848 args_parse: flags end at 2 of 3
1765908736.352854 args_parse: 2 = rename-window "%%" (type COMMANDS)
1765908736.352862 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1765908736.352865 args_parse_flags: next -N
1765908736.352869 args_parse_flag_argument: -N = Rename current window
1765908736.352872 args_parse_flags: next ,
1765908736.352876 args_parse: flags end at 3 of 5
1765908736.352879 args_parse: 3 = , (type STRING)
1765908736.352887 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1765908736.352898 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1765908736.352905 cmdq_get_command: [bind-key/0x55cc6f7975e0] group 118
1765908736.352908 cmdq_append <global>: [bind-key/0x55cc6f7975e0]
1765908736.352912 yylex_token: end at WS
1765908736.352915 yylex_token: bind
1765908736.352918 yylex_token: end at WS
1765908736.352921 yylex_token: -N
1765908736.352926 yylex_token: end at WS
1765908736.352930 yylex_token: Delete the most recent paste buffer
1765908736.352933 yylex_token: end at WS
1765908736.352936 yylex_token: -
1765908736.352940 yylex_token: end at WS
1765908736.352943 yylex_token: delete-buffer
1765908736.352947 cmd_parse_build_commands 0:0: bind
1765908736.352951 cmd_parse_build_commands 0:1: -N
1765908736.352955 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1765908736.352958 cmd_parse_build_commands 0:3: -
1765908736.352962 cmd_parse_build_commands 0:4 0:0: delete-buffer
1765908736.352967 cmd_parse_build_commands 0:0: delete-buffer
1765908736.352972 args_parse: flags end at 1 of 1
1765908736.352976 cmd_parse_build_commands: delete-buffer
1765908736.352979 args_parse_flags: next -N
1765908736.352984 args_parse_flag_argument: -N = Delete the most recent paste buffer
1765908736.352987 args_parse_flags: next -
1765908736.352990 args_parse: flags end at 3 of 5
1765908736.352994 args_parse: 3 = - (type STRING)
1765908736.352998 args_parse: 4 = delete-buffer (type COMMANDS)
1765908736.353008 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1765908736.353013 cmdq_get_command: [bind-key/0x55cc6f797970] group 130
1765908736.353017 cmdq_append <global>: [bind-key/0x55cc6f797970]
1765908736.353020 yylex_token: end at WS
1765908736.353023 yylex_token: bind
1765908736.353026 yylex_token: end at WS
1765908736.353029 yylex_token: -N
1765908736.353034 yylex_token: end at WS
1765908736.353037 yylex_token: Move the current window
1765908736.353040 yylex_token: end at WS
1765908736.353043 yylex_token: .
1765908736.353047 yylex_token: end at WS
1765908736.353050 yylex_token: command-prompt
1765908736.353053 yylex_token: end at WS
1765908736.353056 yylex_token: -T
1765908736.353059 yylex_token: end at WS
1765908736.353062 yylex_token: target
1765908736.353066 yylex_token: end at WS
1765908736.353069 yylex_token: move-window
1765908736.353072 yylex_token: end at WS
1765908736.353075 yylex_token: -t
1765908736.353078 yylex_token: end at WS
1765908736.353081 yylex_token: %%
1765908736.353086 cmd_parse_build_commands 0:0: bind
1765908736.353089 cmd_parse_build_commands 0:1: -N
1765908736.353094 cmd_parse_build_commands 0:2: Move the current window
1765908736.353097 cmd_parse_build_commands 0:3: .
1765908736.353101 cmd_parse_build_commands 0:4 0:0: command-prompt
1765908736.353108 cmd_parse_build_commands 0:4 0:1: -T
1765908736.353112 cmd_parse_build_commands 0:4 0:2: target
1765908736.353116 cmd_parse_build_commands 0:4 0:3 0:0: move-window
